query,page,clicks,impressions,ctr,position
музеи,https://sakhva-travel.com/blog/muzei-tbilisi/,0,8,0,6.62
музеи,https://sakhva-travel.com/en/blog/tbilisi-museums/,0,1,0,2
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/,0,9,0,9
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#etnograficheskiy,0,2,0,7.5
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#gabriadze,0,2,0,7.5
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#muzey-okkupatsii,0,2,0,7.5
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#natsionalniy-muzey,0,3,0,8.67
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#pirosmani,0,2,0,7.5
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#sokrovishchnitsa,0,2,0,7.5
музеи в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#stoit-li-idti,0,3,0,8.67
музеи грузии,https://sakhva-travel.com/blog/muzei-tbilisi/,0,1,0,13
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#etnograficheskiy,0,15,0,11.2
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#gabriadze,0,15,0,11.2
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#muzey-okkupatsii,0,15,0,11.2
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#natsionalniy-muzey,0,20,0,10.95
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#pirosmani,0,16,0,11.25
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#sokrovishchnitsa,0,15,0,11.2
музеи тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#stoit-li-idti,0,21,0,11
музеи тбилиси,https://sakhva-travel.com/blog/tbilisi-besplatno/,0,2,0,2.5
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#etnograficheskiy,0,7,0,9.71
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#gabriadze,0,9,0,9.11
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#muzey-okkupatsii,0,9,0,9.11
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#natsionalniy-muzey,0,7,0,9.71
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#pirosmani,0,7,0,9.71
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#sokrovishchnitsa,0,7,0,9.71
музеи тбилиси куда сходить,https://sakhva-travel.com/blog/muzei-tbilisi/#stoit-li-idti,0,9,0,9.11
музей,https://sakhva-travel.com/blog/muzei-tbilisi/,0,5,0,8.6
музей а,https://sakhva-travel.com/blog/muzei-tbilisi/,0,1,0,11
музей в тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/,0,3,0,7.67
музей кобулети,https://sakhva-travel.com/blog/tbilisi-besplatno/,0,1,0,3
музей советской оккупации (тбилиси),https://sakhva-travel.com/blog/muzei-tbilisi/,0,11,0,3.73
музей советской оккупации (тбилиси),https://sakhva-travel.com/blog/tbilisi-besplatno/,0,1,0,4
музей советской оккупации тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/,0,5,0,5.4
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#etnograficheskiy,0,2,0,9.5
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#gabriadze,0,4,0,9.75
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#muzey-okkupatsii,0,2,0,9.5
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#natsionalniy-muzey,0,4,0,9.75
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#pirosmani,0,4,0,9.75
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#sokrovishchnitsa,0,2,0,9.5
музей тбилиси,https://sakhva-travel.com/blog/muzei-tbilisi/#stoit-li-idti,0,2,0,9.5
мфц тбилиси,https://sakhva-travel.com/blog/dom-yustitsii-tbilisi/,0,2,0,15.5
мхедрули,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#chto-eto,0,1,0,8
мхедрули,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#tablica,0,1,0,8
мхедрули,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#tri-pisma,0,1,0,8
мхедрули алфавит,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#chto-eto,0,21,0,5.33
мхедрули алфавит,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#kak-chitat,0,20,0,5.3
мхедрули алфавит,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#tablica,0,21,0,5.33
мхедрули алфавит,https://sakhva-travel.com/blog/gruzinskiy-alfavit/#tri-pisma,0,18,0,5.5
мцхета,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,1,0,3
мцхета,https://sakhva-travel.com/pogoda/mtskheta/,0,1,0,4
мцхета достопримечательности,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,1,0,2
мцхета из тбилиси,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,5,0,10.6
мцхета как добраться из тбилиси,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,4,0,8.5
мцхета мтианети,https://sakhva-travel.com/mtskheta-mtianeti/,0,1,0,16
мцхета погода,https://sakhva-travel.com/pogoda/mtskheta-mtianeti/,0,3,0,12.33
мцхета путеводитель,https://sakhva-travel.com/ekskursiya/ekskursiya-mtskheta-iz-tbilisi/,0,1,0,90
мцхета тбилиси,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,13,0,12.77
мцхета тбилиси маршрутка,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,4,0,9
мцхета фото,https://sakhva-travel.com/ekskursiya/ekskursiya-mtskheta-iz-tbilisi/,0,1,0,4
мцхета что посмотреть,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,23,0,15.83
мцхета что посмотреть,https://sakhva-travel.com/ekskursiya/ekskursiya-mtskheta-iz-tbilisi/,0,3,0,91.33
мцхета что посмотреть самостоятельно,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,18,0,10.28
мцхета экскурсии,https://sakhva-travel.com/,0,1,0,8
мцхета экскурсия,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,2,0,66
мцхета экскурсия из тбилиси,https://sakhva-travel.com/,0,1,0,10
мцхета экскурсия из тбилиси,https://sakhva-travel.com/blog/mtskheta-iz-tbilisi/,0,1,0,10
мцхету,https://sakhva-travel.com/ekskursiya/ekskursiya-mtskheta-iz-tbilisi/,0,5,0,8
мчета,https://sakhva-travel.com/ekskursiya/ekskursiya-mtskheta-iz-tbilisi/,0,1,0,93
мчета,https://sakhva-travel.com/mtskheta-mtianeti/,0,4,0,44.25
мшвидобиса,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,1,0,48
мы в грузии,https://sakhva-travel.com/blog/karty-nalichnye-gruziya/,0,1,0,2
мы едем в октябре,https://sakhva-travel.com/en/blog/borjomi-complete-guide/,0,1,0,1
на 1 месяц,https://sakhva-travel.com/blog/strahovka-v-gruziyu/,0,1,0,8
на 10,https://sakhva-travel.com/blog/zagranpasport-v-gruziyu/,0,1,0,2
на 10 дней,https://sakhva-travel.com/blog/svyaz-i-internet-v-gruzii/,0,1,0,1
на 20 сентября,https://sakhva-travel.com/en/blog/batumi-from-tbilisi/,0,1,0,2
на 30 дней,https://sakhva-travel.com/blog/strahovka-v-gruziyu/,0,1,0,3
на 5 дней,https://sakhva-travel.com/en/blog/tbilisi-batumi-train/,0,1,0,4
на 6 месяцев,https://sakhva-travel.com/blog/arenda-kvartiry-tbilisi/,0,1,0,2
на 6 місяців,https://sakhva-travel.com/en/blog/apartment-rental-tbilisi/,0,1,0,1
на 7,https://sakhva-travel.com/blog/svyaz-i-internet-v-gruzii/,0,1,0,2
на 7 дней,https://sakhva-travel.com/blog/gruziya-7-dney/,0,1,0,2
на 7 дней,https://sakhva-travel.com/blog/svyaz-i-internet-v-gruzii/,0,1,0,5
на 8 дней,https://sakhva-travel.com/blog/rouming-v-gruzii/,0,1,0,4
на 8 дней,https://sakhva-travel.com/blog/svyaz-i-internet-v-gruzii/,0,1,0,4
на анг,https://sakhva-travel.com/en/blog/best-restaurants-tbilisi/,0,1,0,2
на втором этаже,https://sakhva-travel.com/en/blog/tbilisi-batumi-train/,0,1,0,1
на год,https://sakhva-travel.com/blog/arenda-kvartiry-tbilisi/,0,1,0,2
на грузинском,https://sakhva-travel.com/blog/gruzinskie-frazy/#kafe,0,16,0,11.75
на грузинском,https://sakhva-travel.com/blog/gruzinskie-frazy/#privet,0,16,0,11.75
на грузинском,https://sakhva-travel.com/blog/gruzinskie-frazy/#taksi,0,16,0,11.75
на грузинском,https://sakhva-travel.com/blog/gruzinskie-frazy/#vezhlivost,0,16,0,11.75
на грузинском,https://sakhva-travel.com/blog/gruzinskie-tosty/,0,1,0,2
на грузинском до свидания,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,3,0,9.67
на грузинском здравствуйте,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,112,0,7.94
на грузинском здравствуйте,https://sakhva-travel.com/blog/gruzinskie-frazy/#kafe,0,8,0,11.38
на грузинском здравствуйте,https://sakhva-travel.com/blog/gruzinskie-frazy/#privet,0,8,0,11.38
на грузинском здравствуйте,https://sakhva-travel.com/blog/gruzinskie-frazy/#taksi,0,8,0,11.38
на грузинском здравствуйте,https://sakhva-travel.com/blog/gruzinskie-frazy/#vezhlivost,0,8,0,11.38
на грузинском как дела,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,11,0,7.64
на грузинском привет,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,27,0,8.33
на грузинском привет,https://sakhva-travel.com/blog/gruzinskie-frazy/#kafe,0,4,0,11
на грузинском привет,https://sakhva-travel.com/blog/gruzinskie-frazy/#privet,0,4,0,11
на грузинском привет,https://sakhva-travel.com/blog/gruzinskie-frazy/#taksi,0,4,0,11
на грузинском привет,https://sakhva-travel.com/blog/gruzinskie-frazy/#vezhlivost,0,4,0,11
на грузинском спасибо,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,76,0,8.83
на грузинском спасибо,https://sakhva-travel.com/blog/gruzinskie-frazy/#kafe,0,14,0,10.64
на грузинском спасибо,https://sakhva-travel.com/blog/gruzinskie-frazy/#privet,0,14,0,10.64
на грузинском спасибо,https://sakhva-travel.com/blog/gruzinskie-frazy/#taksi,0,13,0,10.54
на грузинском спасибо,https://sakhva-travel.com/blog/gruzinskie-frazy/#vezhlivost,0,14,0,10.64
на грузинском спасибо большое,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,3,0,8.33
на грузинском спасибо большое,https://sakhva-travel.com/blog/gruzinskie-frazy/#kafe,0,1,0,7
на грузинском спасибо большое,https://sakhva-travel.com/blog/gruzinskie-frazy/#privet,0,1,0,7
на грузинском спасибо большое,https://sakhva-travel.com/blog/gruzinskie-frazy/#taksi,0,1,0,7
на грузинском спасибо большое,https://sakhva-travel.com/blog/gruzinskie-frazy/#vezhlivost,0,1,0,7
на грузинском языке,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,12,0,6.92
на данный момент,https://sakhva-travel.com/blog/kanyon-martvili/,0,1,0,6
на две недели,https://sakhva-travel.com/en/pogoda/kutaisi/,0,1,0,1
на двоих,https://sakhva-travel.com/en/blog/georgia-trip-cost/,0,1,0,9
на джипах,https://sakhva-travel.com/en/ekskursiya/ozero-koruldi-mestia/,0,1,0,10
на здоровье по грузински,https://sakhva-travel.com/blog/gruzinskie-tosty/,0,18,0,8.33
на кавказе,https://sakhva-travel.com/en/blog/what-to-buy-in-georgia/,0,1,0,3
на какой паспорт покупать билеты в грузию,https://sakhva-travel.com/blog/zagranpasport-v-gruziyu/,0,2,0,40
на каком языке,https://sakhva-travel.com/en/blog/georgian-alphabet/,0,1,0,2
на каком языке разговаривают в грузии,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,1,0,3
на какую сумму должна быть страховка в грузию,https://sakhva-travel.com/blog/strahovka-v-gruziyu/,0,2,0,9.5
на какую сумму нужна страховка в грузию,https://sakhva-travel.com/blog/strahovka-v-gruziyu/,0,5,0,32.6
на канатной дороге,https://sakhva-travel.com/blog/botanicheskiy-sad-tbilisi/,0,1,0,2
на карту мир,https://sakhva-travel.com/blog/karty-nalichnye-gruziya/,0,1,0,1
на лекарство,https://sakhva-travel.com/en/blog/georgia-trip-cost/,0,1,0,1
на машине,https://sakhva-travel.com/blog/kemping-glamping-gruziya/,0,1,0,4
на машине,https://sakhva-travel.com/blog/tury-v-borzhomi-2026/,0,1,0,1
на машине,https://sakhva-travel.com/blog/vardzia/,0,1,0,12
на машине,https://sakhva-travel.com/en/blog/sim-card-internet-georgia/,0,1,0,2
на машине 1 день,https://sakhva-travel.com/en/blog/borjomi-complete-guide/,0,1,0,1
на машине в грузию с детьми,https://sakhva-travel.com/blog/gruziya-s-detmi/,0,3,0,23.33
на машину,https://sakhva-travel.com/blog/strahovka-v-gruziyu/,0,1,0,4
на месяц,https://sakhva-travel.com/blog/arenda-kvartiry-tbilisi/,0,2,0,5.5
на метро,https://sakhva-travel.com/blog/metro-tbilisi/,0,3,0,1.33
на море,https://sakhva-travel.com/en/blog/black-sea-georgia/,0,1,0,2
на море,https://sakhva-travel.com/en/ekskursiya/tur-batumi-iz-tbilisi/,0,1,0,5
на неделю,https://sakhva-travel.com/en/blog/georgia-in-september/,0,1,0,3
на одного человека,https://sakhva-travel.com/en/blog/batumi-from-tbilisi/,0,1,0,4
на поезде,https://sakhva-travel.com/en/blog/sim-card-internet-georgia/,0,1,0,1
на поезде,https://sakhva-travel.com/en/blog/tbilisi-batumi-train/,0,1,0,9
на рынке,https://sakhva-travel.com/blog/gruzinskie-frazy/,0,1,0,2
на рынке,https://sakhva-travel.com/blog/gruzinskoe-vino-gid/,0,1,0,4
на сентябрь,https://sakhva-travel.com/blog/gruziya-v-sentyabre/,0,1,0,1
на сентябрь,https://sakhva-travel.com/en/abkhazia/,0,1,0,2
на сентябрь 2026,https://sakhva-travel.com/en/abkhazia/,0,1,0,11
на скутере,https://sakhva-travel.com/en/blog/georgia-passport-requirements/,0,1,0,1
на станции метро,https://sakhva-travel.com/blog/metro-tbilisi/,0,1,0,6
